case_id,Resultado análisis,Fecha registro,Tipo,Título,URL,Anexos,Fecha de publicación,Emisor,Norma,Fecha de divulgación,Tipo de Norma,Tema,Sector Económico,Incidencia SURA,Obligaciones SURA,Norma Importante,Control SOX,Divulgación SOX,Compañía Impactada,Obligaciones,Persona que analizó,Justificación de no divulgación SOX,detected_at,entidad,fuente_url,document_url,publication_date,status,priority,aplica_sura,link_status,link_error,notes
case_0018,,,,Documento 018 de prueba,https://gov.co/docs/normativa_018.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-27 13:59:57,Superintendencia Financiera,https://gov.co/source/8,https://gov.co/docs/normativa_018.pdf,,validado,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0019,,,,Documento 019 de prueba,https://gov.co/docs/normativa_019.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-02 13:59:57,Superintendencia Financiera,https://gov.co/source/8,https://gov.co/docs/normativa_019.pdf,,consolidado,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0020,,,,Documento 020 de prueba,https://gov.co/docs/normativa_020.pdf,,,Superintendencia de Sociedades,,,,,,pendiente,,,NO,,,,,,2026-05-13 13:59:57,Superintendencia de Sociedades,https://gov.co/source/9,https://gov.co/docs/normativa_020.pdf,,detectado,,,,,Mock: Revisión pendiente para Superintendencia de Sociedades
case_0021,,,,Documento 021 de prueba,https://gov.co/docs/normativa_021.pdf,,,Procuraduría,,,,,,pendiente,,,NO,,,,,,2026-05-13 13:59:57,Procuraduría,https://gov.co/source/3,https://gov.co/docs/normativa_021.pdf,,en_validacion,,,,,Mock: Revisión pendiente para Procuraduría
case_0022,,,,Documento 022 de prueba,https://gov.co/docs/normativa_022.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-30 13:59:57,DIAN,https://gov.co/source/5,https://gov.co/docs/normativa_022.pdf,,validado,,,,,Mock: Revisión pendiente para DIAN
case_0023,,,,Documento 023 de prueba,https://gov.co/docs/normativa_023.pdf,,,Banco de la República,,,,,,pendiente,,,NO,,,,,,2026-05-27 13:59:57,Banco de la República,https://gov.co/source/1,https://gov.co/docs/normativa_023.pdf,,consolidado,,,,,Mock: Revisión pendiente para Banco de la República
case_0024,,,,Documento 024 de prueba,https://gov.co/docs/normativa_024.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-19 13:59:57,DIAN,https://gov.co/source/1,https://gov.co/docs/normativa_024.pdf,,detectado,,,,,Mock: Revisión pendiente para DIAN
case_0025,,,,Documento 025 de prueba,https://gov.co/docs/normativa_025.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-20 13:59:57,Superintendencia Financiera,https://gov.co/source/10,https://gov.co/docs/normativa_025.pdf,,en_validacion,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0026,,,,Documento 026 de prueba,https://gov.co/docs/normativa_026.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-14 13:59:57,Superintendencia Financiera,https://gov.co/source/5,https://gov.co/docs/normativa_026.pdf,,validado,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0027,,,,Documento 027 de prueba,https://gov.co/docs/normativa_027.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-04 13:59:57,DIAN,https://gov.co/source/6,https://gov.co/docs/normativa_027.pdf,,consolidado,,,,,Mock: Revisión pendiente para DIAN
case_0028,,,,Documento 028 de prueba,https://gov.co/docs/normativa_028.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-13 13:59:57,DIAN,https://gov.co/source/2,https://gov.co/docs/normativa_028.pdf,,detectado,,,,,Mock: Revisión pendiente para DIAN
case_0029,,,,Documento 029 de prueba,https://gov.co/docs/normativa_029.pdf,,,Superintendencia de Sociedades,,,,,,pendiente,,,NO,,,,,,2026-05-20 13:59:57,Superintendencia de Sociedades,https://gov.co/source/4,https://gov.co/docs/normativa_029.pdf,,en_validacion,,,,,Mock: Revisión pendiente para Superintendencia de Sociedades
case_0030,,,,Documento 030 de prueba,https://gov.co/docs/normativa_030.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-16 13:59:57,DIAN,https://gov.co/source/7,https://gov.co/docs/normativa_030.pdf,,validado,,,,,Mock: Revisión pendiente para DIAN
case_0031,,,,Documento 031 de prueba,https://gov.co/docs/normativa_031.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-16 13:59:57,DIAN,https://gov.co/source/4,https://gov.co/docs/normativa_031.pdf,,consolidado,,,,,Mock: Revisión pendiente para DIAN
case_0032,,,,Documento 032 de prueba,https://gov.co/docs/normativa_032.pdf,,,Banco de la República,,,,,,pendiente,,,NO,,,,,,2026-05-02 13:59:57,Banco de la República,https://gov.co/source/1,https://gov.co/docs/normativa_032.pdf,,detectado,,,,,Mock: Revisión pendiente para Banco de la República
case_0033,,,,Documento 033 de prueba,https://gov.co/docs/normativa_033.pdf,,,Procuraduría,,,,,,pendiente,,,NO,,,,,,2026-05-26 13:59:57,Procuraduría,https://gov.co/source/6,https://gov.co/docs/normativa_033.pdf,,en_validacion,,,,,Mock: Revisión pendiente para Procuraduría
case_0034,,,,Documento 034 de prueba,https://gov.co/docs/normativa_034.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-02 13:59:57,DIAN,https://gov.co/source/2,https://gov.co/docs/normativa_034.pdf,,validado,,,,,Mock: Revisión pendiente para DIAN
case_0035,,,,Documento 035 de prueba,https://gov.co/docs/normativa_035.pdf,,,Procuraduría,,,,,,pendiente,,,NO,,,,,,2026-05-07 13:59:57,Procuraduría,https://gov.co/source/9,https://gov.co/docs/normativa_035.pdf,,consolidado,,,,,Mock: Revisión pendiente para Procuraduría
case_0036,,,,Documento 036 de prueba,https://gov.co/docs/normativa_036.pdf,,,Procuraduría,,,,,,pendiente,,,NO,,,,,,2026-05-25 13:59:57,Procuraduría,https://gov.co/source/1,https://gov.co/docs/normativa_036.pdf,,detectado,,,,,Mock: Revisión pendiente para Procuraduría
case_0037,,,,Documento 037 de prueba,https://gov.co/docs/normativa_037.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-10 13:59:57,Superintendencia Financiera,https://gov.co/source/5,https://gov.co/docs/normativa_037.pdf,,en_validacion,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0038,,,,Documento 038 de prueba,https://gov.co/docs/normativa_038.pdf,,,Banco de la República,,,,,,pendiente,,,NO,,,,,,2026-05-27 13:59:57,Banco de la República,https://gov.co/source/10,https://gov.co/docs/normativa_038.pdf,,validado,,,,,Mock: Revisión pendiente para Banco de la República
case_0039,,,,Documento 039 de prueba,https://gov.co/docs/normativa_039.pdf,,,Procuraduría,,,,,,pendiente,,,NO,,,,,,2026-05-13 13:59:57,Procuraduría,https://gov.co/source/1,https://gov.co/docs/normativa_039.pdf,,consolidado,,,,,Mock: Revisión pendiente para Procuraduría
case_0040,,,,Documento 040 de prueba,https://gov.co/docs/normativa_040.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-05 13:59:57,DIAN,https://gov.co/source/10,https://gov.co/docs/normativa_040.pdf,,detectado,,,,,Mock: Revisión pendiente para DIAN
case_0041,,,,Documento 041 de prueba,https://gov.co/docs/normativa_041.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-20 13:59:57,DIAN,https://gov.co/source/1,https://gov.co/docs/normativa_041.pdf,,en_validacion,,,,,Mock: Revisión pendiente para DIAN
case_0042,,,,Documento 042 de prueba,https://gov.co/docs/normativa_042.pdf,,,Superintendencia de Sociedades,,,,,,pendiente,,,NO,,,,,,2026-05-11 13:59:57,Superintendencia de Sociedades,https://gov.co/source/3,https://gov.co/docs/normativa_042.pdf,,validado,,,,,Mock: Revisión pendiente para Superintendencia de Sociedades
case_0043,,,,Documento 043 de prueba,https://gov.co/docs/normativa_043.pdf,,,Superintendencia de Sociedades,,,,,,pendiente,,,NO,,,,,,2026-05-09 13:59:57,Superintendencia de Sociedades,https://gov.co/source/7,https://gov.co/docs/normativa_043.pdf,,consolidado,,,,,Mock: Revisión pendiente para Superintendencia de Sociedades
case_0044,,,,Documento 044 de prueba,https://gov.co/docs/normativa_044.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-04 13:59:57,Superintendencia Financiera,https://gov.co/source/4,https://gov.co/docs/normativa_044.pdf,,detectado,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0045,,,,Documento 045 de prueba,https://gov.co/docs/normativa_045.pdf,,,Superintendencia de Sociedades,,,,,,pendiente,,,NO,,,,,,2026-05-01 13:59:57,Superintendencia de Sociedades,https://gov.co/source/8,https://gov.co/docs/normativa_045.pdf,,en_validacion,,,,,Mock: Revisión pendiente para Superintendencia de Sociedades
case_0046,,,,Documento 046 de prueba,https://gov.co/docs/normativa_046.pdf,,,Procuraduría,,,,,,pendiente,,,NO,,,,,,2026-05-27 13:59:57,Procuraduría,https://gov.co/source/8,https://gov.co/docs/normativa_046.pdf,,validado,,,,,Mock: Revisión pendiente para Procuraduría
case_0047,,,,Documento 047 de prueba,https://gov.co/docs/normativa_047.pdf,,,Superintendencia de Sociedades,,,,,,pendiente,,,NO,,,,,,2026-05-24 13:59:57,Superintendencia de Sociedades,https://gov.co/source/1,https://gov.co/docs/normativa_047.pdf,,consolidado,,,,,Mock: Revisión pendiente para Superintendencia de Sociedades
case_0048,,,,Documento 048 de prueba,https://gov.co/docs/normativa_048.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-15 13:59:57,Superintendencia Financiera,https://gov.co/source/3,https://gov.co/docs/normativa_048.pdf,,detectado,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0049,,,,Documento 049 de prueba,https://gov.co/docs/normativa_049.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-23 13:59:57,DIAN,https://gov.co/source/2,https://gov.co/docs/normativa_049.pdf,,en_validacion,,,,,Mock: Revisión pendiente para DIAN
case_0050,,,,Documento 050 de prueba,https://gov.co/docs/normativa_050.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-10 13:59:57,DIAN,https://gov.co/source/4,https://gov.co/docs/normativa_050.pdf,,validado,,,,,Mock: Revisión pendiente para DIAN
case_0051,,,,Documento 051 de prueba,https://gov.co/docs/normativa_051.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-16 13:59:57,DIAN,https://gov.co/source/6,https://gov.co/docs/normativa_051.pdf,,consolidado,,,,,Mock: Revisión pendiente para DIAN
case_0052,,,,Documento 052 de prueba,https://gov.co/docs/normativa_052.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-26 13:59:57,Superintendencia Financiera,https://gov.co/source/6,https://gov.co/docs/normativa_052.pdf,,detectado,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0053,,,,Documento 053 de prueba,https://gov.co/docs/normativa_053.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-18 13:59:57,DIAN,https://gov.co/source/7,https://gov.co/docs/normativa_053.pdf,,en_validacion,,,,,Mock: Revisión pendiente para DIAN
case_0054,,,,Documento 054 de prueba,https://gov.co/docs/normativa_054.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-24 13:59:57,Superintendencia Financiera,https://gov.co/source/1,https://gov.co/docs/normativa_054.pdf,,validado,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0055,,,,Documento 055 de prueba,https://gov.co/docs/normativa_055.pdf,,,Procuraduría,,,,,,pendiente,,,NO,,,,,,2026-05-10 13:59:57,Procuraduría,https://gov.co/source/6,https://gov.co/docs/normativa_055.pdf,,consolidado,,,,,Mock: Revisión pendiente para Procuraduría
case_0056,,,,Documento 056 de prueba,https://gov.co/docs/normativa_056.pdf,,,Procuraduría,,,,,,pendiente,,,NO,,,,,,2026-05-13 13:59:57,Procuraduría,https://gov.co/source/5,https://gov.co/docs/normativa_056.pdf,,detectado,,,,,Mock: Revisión pendiente para Procuraduría
case_0057,,,,Documento 057 de prueba,https://gov.co/docs/normativa_057.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-31 13:59:57,Superintendencia Financiera,https://gov.co/source/8,https://gov.co/docs/normativa_057.pdf,,en_validacion,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0058,,,,Documento 058 de prueba,https://gov.co/docs/normativa_058.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-11 13:59:57,DIAN,https://gov.co/source/3,https://gov.co/docs/normativa_058.pdf,,validado,,,,,Mock: Revisión pendiente para DIAN
case_0059,,,,Documento 059 de prueba,https://gov.co/docs/normativa_059.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-26 13:59:57,Superintendencia Financiera,https://gov.co/source/9,https://gov.co/docs/normativa_059.pdf,,consolidado,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0060,,,,Documento 060 de prueba,https://gov.co/docs/normativa_060.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-05 13:59:57,Superintendencia Financiera,https://gov.co/source/7,https://gov.co/docs/normativa_060.pdf,,detectado,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0061,,,,Documento 061 de prueba,https://gov.co/docs/normativa_061.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-01 13:59:57,Superintendencia Financiera,https://gov.co/source/10,https://gov.co/docs/normativa_061.pdf,,en_validacion,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0062,,,,Documento 062 de prueba,https://gov.co/docs/normativa_062.pdf,,,Banco de la República,,,,,,pendiente,,,NO,,,,,,2026-05-11 13:59:57,Banco de la República,https://gov.co/source/6,https://gov.co/docs/normativa_062.pdf,,validado,,,,,Mock: Revisión pendiente para Banco de la República
case_0063,,,,Documento 063 de prueba,https://gov.co/docs/normativa_063.pdf,,,Procuraduría,,,,,,pendiente,,,NO,,,,,,2026-05-28 13:59:57,Procuraduría,https://gov.co/source/6,https://gov.co/docs/normativa_063.pdf,,consolidado,,,,,Mock: Revisión pendiente para Procuraduría
case_0064,,,,Documento 064 de prueba,https://gov.co/docs/normativa_064.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-15 13:59:57,DIAN,https://gov.co/source/9,https://gov.co/docs/normativa_064.pdf,,detectado,,,,,Mock: Revisión pendiente para DIAN
case_0065,,,,Documento 065 de prueba,https://gov.co/docs/normativa_065.pdf,,,Procuraduría,,,,,,pendiente,,,NO,,,,,,2026-05-30 13:59:57,Procuraduría,https://gov.co/source/8,https://gov.co/docs/normativa_065.pdf,,en_validacion,,,,,Mock: Revisión pendiente para Procuraduría
case_0066,,,,Documento 066 de prueba,https://gov.co/docs/normativa_066.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-12 13:59:57,DIAN,https://gov.co/source/10,https://gov.co/docs/normativa_066.pdf,,validado,,,,,Mock: Revisión pendiente para DIAN
case_0067,,,,Documento 067 de prueba,https://gov.co/docs/normativa_067.pdf,,,Procuraduría,,,,,,pendiente,,,NO,,,,,,2026-05-25 13:59:57,Procuraduría,https://gov.co/source/10,https://gov.co/docs/normativa_067.pdf,,consolidado,,,,,Mock: Revisión pendiente para Procuraduría
case_0068,,,,Documento 068 de prueba,https://gov.co/docs/normativa_068.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-17 13:59:57,DIAN,https://gov.co/source/8,https://gov.co/docs/normativa_068.pdf,,detectado,,,,,Mock: Revisión pendiente para DIAN
case_0069,,,,Documento 069 de prueba,https://gov.co/docs/normativa_069.pdf,,,Banco de la República,,,,,,pendiente,,,NO,,,,,,2026-05-21 13:59:57,Banco de la República,https://gov.co/source/4,https://gov.co/docs/normativa_069.pdf,,en_validacion,,,,,Mock: Revisión pendiente para Banco de la República
case_0070,,,,Documento 070 de prueba,https://gov.co/docs/normativa_070.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-14 13:59:57,DIAN,https://gov.co/source/10,https://gov.co/docs/normativa_070.pdf,,validado,,,,,Mock: Revisión pendiente para DIAN
case_0071,,,,Documento 071 de prueba,https://gov.co/docs/normativa_071.pdf,,,Procuraduría,,,,,,pendiente,,,NO,,,,,,2026-05-20 13:59:57,Procuraduría,https://gov.co/source/4,https://gov.co/docs/normativa_071.pdf,,consolidado,,,,,Mock: Revisión pendiente para Procuraduría
case_0072,,,,Documento 072 de prueba,https://gov.co/docs/normativa_072.pdf,,,Banco de la República,,,,,,pendiente,,,NO,,,,,,2026-05-05 13:59:57,Banco de la República,https://gov.co/source/8,https://gov.co/docs/normativa_072.pdf,,detectado,,,,,Mock: Revisión pendiente para Banco de la República
case_0073,,,,Documento 073 de prueba,https://gov.co/docs/normativa_073.pdf,,,Banco de la República,,,,,,pendiente,,,NO,,,,,,2026-05-08 13:59:57,Banco de la República,https://gov.co/source/9,https://gov.co/docs/normativa_073.pdf,,en_validacion,,,,,Mock: Revisión pendiente para Banco de la República
case_0074,,,,Documento 074 de prueba,https://gov.co/docs/normativa_074.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-11 13:59:57,DIAN,https://gov.co/source/4,https://gov.co/docs/normativa_074.pdf,,validado,,,,,Mock: Revisión pendiente para DIAN
case_0075,,,,Documento 075 de prueba,https://gov.co/docs/normativa_075.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-23 13:59:57,Superintendencia Financiera,https://gov.co/source/7,https://gov.co/docs/normativa_075.pdf,,consolidado,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0076,,,,Documento 076 de prueba,https://gov.co/docs/normativa_076.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-13 13:59:57,Superintendencia Financiera,https://gov.co/source/7,https://gov.co/docs/normativa_076.pdf,,detectado,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0077,,,,Documento 077 de prueba,https://gov.co/docs/normativa_077.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-04 13:59:57,Superintendencia Financiera,https://gov.co/source/9,https://gov.co/docs/normativa_077.pdf,,en_validacion,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0078,,,,Documento 078 de prueba,https://gov.co/docs/normativa_078.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-09 13:59:57,DIAN,https://gov.co/source/7,https://gov.co/docs/normativa_078.pdf,,validado,,,,,Mock: Revisión pendiente para DIAN
case_0079,,,,Documento 079 de prueba,https://gov.co/docs/normativa_079.pdf,,,DIAN,,,,,,pendiente,,,SÍ,,,,,,2026-05-10 13:59:57,DIAN,https://gov.co/source/8,https://gov.co/docs/normativa_079.pdf,,consolidado,,,,,Mock: Revisión pendiente para DIAN
case_0080,,,,Documento 080 de prueba,https://gov.co/docs/normativa_080.pdf,,,Procuraduría,,,,,,pendiente,,,NO,,,,,,2026-05-25 13:59:57,Procuraduría,https://gov.co/source/8,https://gov.co/docs/normativa_080.pdf,,detectado,,,,,Mock: Revisión pendiente para Procuraduría
case_0081,,,,Documento 081 de prueba,https://gov.co/docs/normativa_081.pdf,,,Procuraduría,,,,,,pendiente,,,NO,,,,,,2026-05-02 13:59:57,Procuraduría,https://gov.co/source/2,https://gov.co/docs/normativa_081.pdf,,en_validacion,,,,,Mock: Revisión pendiente para Procuraduría
case_0082,,,,Documento 082 de prueba,https://gov.co/docs/normativa_082.pdf,,,Superintendencia de Sociedades,,,,,,pendiente,,,NO,,,,,,2026-05-24 13:59:57,Superintendencia de Sociedades,https://gov.co/source/6,https://gov.co/docs/normativa_082.pdf,,validado,,,,,Mock: Revisión pendiente para Superintendencia de Sociedades
case_0083,,,,Documento 083 de prueba,https://gov.co/docs/normativa_083.pdf,,,Superintendencia Financiera,,,,,,pendiente,,,SÍ,,,,,,2026-05-07 13:59:57,Superintendencia Financiera,https://gov.co/source/6,https://gov.co/docs/normativa_083.pdf,,consolidado,,,,,Mock: Revisión pendiente para Superintendencia Financiera
case_0084,,,,Documento 084 de prueba,https://gov.co/docs/normativa_084.pdf,,,Banco de la República,,,,,,pendiente,,,NO,,,,,,2026-05-09 13:59:57,Banco de la República,https://gov.co/source/5,https://gov.co/docs/normativa_084.pdf,,detectado,,,,,Mock: Revisión pendiente para Banco de la República
case_0085,,,,Documento 085 de prueba,https://gov.co/docs/normativa_085.pdf,,,Superintendencia de Sociedades,,,,,,pendiente,,,NO,,,,,,2026-05-30 13:59:57,Superintendencia de Sociedades,https://gov.co/source/4,https://gov.co/docs/normativa_085.pdf,,en_validacion,,,,,Mock: Revisión pendiente para Superintendencia de Sociedades
case_0086,,,,Documento 086 de prueba,https://gov.co/docs/normativa_086.pdf,,,Banco de la República,,,,,,pendiente,,,NO,,,,,,2026-05-21 13:59:57,Banco de la República,https://gov.co/source/5,https://gov.co/docs/normativa_086.pdf,,validado,,,,,Mock: Revisión pendiente para Banco de la República
case_0087,,,,Documento 087 de prueba,https://gov.co/docs/normativa_087.pdf,,,Superintendencia de Sociedades,,,,,,pendiente,,,NO,,,,,,2026-05-28 13:59:57,Superintendencia de Sociedades,https://gov.co/source/8,https://gov.co/docs/normativa_087.pdf,,consolidado,,,,,Mock: Revisión pendiente para Superintendencia de Sociedades
